"Park","Park_Code","State_MMI","Stream_Name","Loc_Name","year","Microhabitat","variable","value"
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","LP","Mayflies (%)",8.97
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","RIF","Mayflies (%)",1.45
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","RMUB","Mayflies (%)",53.62
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","M","Mayflies (%)",0.54
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","RIF","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2009","RMUB","Mayflies (%)",1.44
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2010","RIF","Mayflies (%)",1.9
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2010","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","LOG","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","RIF","Mayflies (%)",1.27
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2011","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2012","RIF","Mayflies (%)",16.13
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2012","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2013","RIF","Mayflies (%)",2.06
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2013","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2014","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2014","RIF","Mayflies (%)",0.64
"Gettsyburg","GETT","PRRIBI","Willoughby Run (Upper)","GETT_01","2014","RMUB","Mayflies (%)",0.74
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2009","RIF","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2009","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2009","SS","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","LOG","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","M","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","RIF","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Stevens Run","GETT_02","2010","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","BOC","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","RIF","Mayflies (%)",1.34
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2009","SS","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","LOG","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","LP","Mayflies (%)",1.56
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","RIF","Mayflies (%)",1.81
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2010","RMUB","Mayflies (%)",1.94
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","LOG","Mayflies (%)",3.95
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","RIF","Mayflies (%)",2.78
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2011","RMUB","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","LOG","Mayflies (%)",3.66
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","RIF","Mayflies (%)",1.18
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2012","RMUB","Mayflies (%)",1.6
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","LOG","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","RIF","Mayflies (%)",2.38
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2013","RMUB","Mayflies (%)",1.18
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","LOG","Mayflies (%)",1.52
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","RIF","Mayflies (%)",0.7
"Gettsyburg","GETT","PRRIBI","Rock Creek","GETT_06","2014","RMUB","Mayflies (%)",0.69
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2009","LP","Mayflies (%)",1.49
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2009","RIF","Mayflies (%)",0.65
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2009","SS","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","LOG","Mayflies (%)",3.85
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","LP","Mayflies (%)",1.6
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","RIF","Mayflies (%)",4.48
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2010","RMUB","Mayflies (%)",2.94
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","LOG","Mayflies (%)",6.49
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","RIF","Mayflies (%)",5.62
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2011","RMUB","Mayflies (%)",36.44
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","LOG","Mayflies (%)",13.95
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","LP","Mayflies (%)",7.41
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","RIF","Mayflies (%)",5.26
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2012","RMUB","Mayflies (%)",69.4
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","LOG","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","LP","Mayflies (%)",1.54
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","RIF","Mayflies (%)",1.99
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2013","RMUB","Mayflies (%)",12.79
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2014","LOG","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2014","LP","Mayflies (%)",0
"Gettsyburg","GETT","PRRIBI","Plum Run","GETT_07","2014","RMUB","Mayflies (%)",10.53
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","LOG","Mayflies (%)",18.52
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","LP","Mayflies (%)",4.35
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","RIF","Mayflies (%)",11.25
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","RMUB","Mayflies (%)",6.97
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2009","SS","Mayflies (%)",0
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","LOG","Mayflies (%)",64.74
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","LP","Mayflies (%)",45
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","M","Mayflies (%)",54.61
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","RIF","Mayflies (%)",39.25
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2010","RMUB","Mayflies (%)",77.08
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","LOG","Mayflies (%)",2.67
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","LP","Mayflies (%)",2.56
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","RIF","Mayflies (%)",3.03
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2011","RMUB","Mayflies (%)",15.04
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","LOG","Mayflies (%)",13.33
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","LP","Mayflies (%)",16.57
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","M","Mayflies (%)",14.46
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","RIF","Mayflies (%)",19.19
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2012","RMUB","Mayflies (%)",22.43
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","LOG","Mayflies (%)",1.79
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","LP","Mayflies (%)",2.06
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","RIF","Mayflies (%)",1.43
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2013","RMUB","Mayflies (%)",4.85
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","LOG","Mayflies (%)",2.86
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","LP","Mayflies (%)",0.96
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","RIF","Mayflies (%)",0
"Hopewell Furnace","HOFU","PRRIBI","French Creek","HOFU_01","2014","RMUB","Mayflies (%)",5.88
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","LOG","Mayflies (%)",20.41
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","LP","Mayflies (%)",3.26
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","M","Mayflies (%)",52.38
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","RIF","Mayflies (%)",14.22
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","RMUB","Mayflies (%)",46.07
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2009","SS","Mayflies (%)",9.47
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","LOG","Mayflies (%)",11.32
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","LP","Mayflies (%)",6.37
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","RIF","Mayflies (%)",9.3
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2010","RMUB","Mayflies (%)",27.06
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","LOG","Mayflies (%)",26.98
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","LP","Mayflies (%)",12.11
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","RIF","Mayflies (%)",60.15
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","RMUB","Mayflies (%)",41.89
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","LOG","Mayflies (%)",0
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","LP","Mayflies (%)",0
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","RIF","Mayflies (%)",5
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","RMUB","Mayflies (%)",16.67
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","LP","Mayflies (%)",29.93
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","M","Mayflies (%)",11.96
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","RIF","Mayflies (%)",32.54
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","RMUB","Mayflies (%)",2.97
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","SS","Mayflies (%)",0
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2009","multi","Mayflies (%)",2.63
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2010","multi","Mayflies (%)",3.12
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2011","multi","Mayflies (%)",19.51
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2012","multi","Mayflies (%)",0
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2013","multi","Mayflies (%)",3.66
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2014","multi","Mayflies (%)",3.2
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2009","multi","Mayflies (%)",0
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2010","multi","Mayflies (%)",0
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2011","multi","Mayflies (%)",0
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2012","multi","Mayflies (%)",0
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2013","multi","Mayflies (%)",0
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2014","multi","Mayflies (%)",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2009","multi","Mayflies (%)",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2010","multi","Mayflies (%)",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2011","multi","Mayflies (%)",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2012","multi","Mayflies (%)",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2013","multi","Mayflies (%)",0
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2014","multi","Mayflies (%)",0
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2009","multi","Mayflies (%)",2.16
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2010","multi","Mayflies (%)",1.5
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2011","multi","Mayflies (%)",2.8
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2012","multi","Mayflies (%)",3.6
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2009","multi","Mayflies (%)",5.54
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2010","multi","Mayflies (%)",3.91
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2011","multi","Mayflies (%)",8.61
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2012","multi","Mayflies (%)",4.22
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2013","multi","Mayflies (%)",10.08
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2014","multi","Mayflies (%)",23.08
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2009","multi","Mayflies (%)",2
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2010","multi","Mayflies (%)",1.89
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2011","multi","Mayflies (%)",10.33
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2012","multi","Mayflies (%)",11.21
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2013","multi","Mayflies (%)",2.59
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2014","multi","Mayflies (%)",10.42
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2009","multi","Mayflies (%)",12
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2010","multi","Mayflies (%)",30.22
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2009","multi","Mayflies (%)",0
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2010","multi","Mayflies (%)",4.72
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2011","multi","Mayflies (%)",0.28
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2012","multi","Mayflies (%)",7.04
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2013","multi","Mayflies (%)",3.18
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2014","multi","Mayflies (%)",0
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","BOC","Hilsenoff biotic Index (Family)",5.7
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","LP","Hilsenoff biotic Index (Family)",4.94
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","M","Hilsenoff biotic Index (Family)",5.42
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RIF","Hilsenoff biotic Index (Family)",3.94
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RMUB","Hilsenoff biotic Index (Family)",5.56
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","SS","Hilsenoff biotic Index (Family)",6.2
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LOG","Hilsenoff biotic Index (Family)",5.61
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LP","Hilsenoff biotic Index (Family)",5.05
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RIF","Hilsenoff biotic Index (Family)",4.73
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RMUB","Hilsenoff biotic Index (Family)",5.84
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LOG","Hilsenoff biotic Index (Family)",3.73
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LP","Hilsenoff biotic Index (Family)",4.12
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RIF","Hilsenoff biotic Index (Family)",4.32
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RMUB","Hilsenoff biotic Index (Family)",5.21
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","SS","Hilsenoff biotic Index (Family)",5.6
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LOG","Hilsenoff biotic Index (Family)",5.7
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LP","Hilsenoff biotic Index (Family)",4.74
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RIF","Hilsenoff biotic Index (Family)",4.45
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RMUB","Hilsenoff biotic Index (Family)",4.91
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LOG","Hilsenoff biotic Index (Family)",4.94
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LP","Hilsenoff biotic Index (Family)",4.52
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RIF","Hilsenoff biotic Index (Family)",4.49
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RMUB","Hilsenoff biotic Index (Family)",5.74
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LOG","Hilsenoff biotic Index (Family)",4.67
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LP","Hilsenoff biotic Index (Family)",4.9
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RIF","Hilsenoff biotic Index (Family)",4.43
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RMUB","Hilsenoff biotic Index (Family)",5.96
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LOG","Hilsenoff biotic Index (Family)",5.7
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LP","Hilsenoff biotic Index (Family)",4.87
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RIF","Hilsenoff biotic Index (Family)",4.88
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RMUB","Hilsenoff biotic Index (Family)",5.75
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LOG","Hilsenoff biotic Index (Family)",5.23
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LP","Hilsenoff biotic Index (Family)",4.38
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RIF","Hilsenoff biotic Index (Family)",3.82
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RMUB","Hilsenoff biotic Index (Family)",5.8
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","BOC","Hilsenoff biotic Index (Family)",2.06
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","LP","Hilsenoff biotic Index (Family)",3.05
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RIF","Hilsenoff biotic Index (Family)",3.84
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RMUB","Hilsenoff biotic Index (Family)",2.44
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","SS","Hilsenoff biotic Index (Family)",2
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LOG","Hilsenoff biotic Index (Family)",2.69
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LP","Hilsenoff biotic Index (Family)",4.53
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RIF","Hilsenoff biotic Index (Family)",4.17
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RMUB","Hilsenoff biotic Index (Family)",2.88
